FishID,DateRespo,ExperimentID,Tank,RespoID,Resp.Vol.L,sex,Mass.g,TL.cm,FL.cm,SL.cm,Depth.cm,Curcumference.cm,filename,Ch,BW,t_min,t_max,t_mean,N_mo2,rmr,mmrChase,mmr,AS,mmr_length_cycle,treatm,origin,pregnant,sizeClass,FAS
r2-1-RRTT,19-Aug,summer-fall,1,3,0.568,F,13.12,9.8,9.6,7.9,3.3,NA,aug19_2021_box2_SMR1_mgO2L_analyzed_SMR,Ch1,0.01312,15.85,16.51,16.27407407,81,0.072853681,0.083197042,0.109051404,0.036197723,1,16,field,nP,YOY,1.496855106
r2-1-RRTT,25-Aug,summer-fall,1,5,0.568,F,13.5,10,9.5,8.1,3.3,NA,aug25_2021_box2_SMR1_mgO2L_analyzed_SMR,Ch3,0.0135,19.79,20.69,20.49120482,83,0.074882672,0.104663141,0.127700075,0.052817403,180,20,field,nP,YOY,1.705335448
r2-1-RRTT,30-Aug,summer-fall,1,1,0.568,F,13.72,10,9.5,8,3.3,NA,aug30_2021_box1_smr1_mgO2L_analyzed_SMR,Ch1,0.01372,12.22,12.52,12.38445783,83,0.04067661,0.062763764,0.079964518,0.039287908,180,12,field,nP,YOY,1.96585995
r2-1-RRTT,8-Sep,summer-fall,1,4,0.568,F,13.79,10.2,9.7,8.4,3.3,NA,sep08_2021_box2_smr1_mgO2L_analyzed_SMR,Ch2,0.01379,21.48,23.64,22.17688889,45,0.083002507,0.138411576,0.142037463,0.059034956,180,22,field,nP,YOY,1.711243039
r2-2-BLD-BLD,21-Aug,summer-fall,2,10,2.208,F,66,16.1,15.9,13.5,5.7,12.5,aug21_2021_box1_smr1_mgO2L_analyzed_SMR,Ch2,0.066,16.07,16.38,16.15925,80,0.217380023,0.479941763,0.479941763,0.262561739,180,16,field,nP,> YOY,2.207846678
r2-2-BLD-BLD,27-Aug,summer-fall,2,9,2.208,F,67.5,16.2,15.4,13.3,5.8,12.7,aug27_2021_box1_SMR1_mgO2L_analyzed_SMR,Ch1,0.0675,19.8,20.52,20.13643678,87,0.281423058,0.485961701,0.666471079,0.385048021,180,20,field,nP,> YOY,2.368217745
r2-2-BLD-BLD,2-Sep,summer-fall,2,12,2.208,F,67.5,16.4,15.8,13.4,5.9,12.8,sep02_2021_box2_smr2_mgO2L_analyzed_SMR,Ch2,0.0675,12.05,12.36,12.310625,64,0.153312441,0.294489133,0.319372463,0.166060022,180,12,field,nP,> YOY,2.08314773
r2-2-BLD-BLD,10-Sep,summer-fall,2,10,2.208,F,68.5,16.4,15.8,13.5,5.6,12.7,sep10_2021_box1_smr1_mgO2L_analyzed_GLUED_n2_SMR,Ch1,0.0685,21.84,22.39,22.12768293,82,0.526308067,0.572717601,0.706214316,0.179906249,180,22,field,nP,> YOY,1.341826888
r2-2-BLTT,21-Aug,summer-fall,2,R4-2,4.099,M,110,19.2,18.2,15.4,6.8,15.5,aug21_2021_box3_smr1_mgO2L_analyzed_GLUED_n2_SMR,Ch2,0.11,15.54,17.89,16.82296296,81,0.352940127,0.503993696,0.592238022,0.239297894,180,16,field,nP,> YOY,1.678012716
r2-2-BLTT,27-Aug,summer-fall,2,R4-1,4.099,M,108,19.4,18.4,15.6,6.9,15.1,aug27_2021_box3_SMR1_mgO2L_analyzed_GLUED_n2_SMR,Ch2,0.108,19.96,20.84,20.64595238,84,0.365608973,0.730474892,0.730474892,0.364865918,180,20,field,nP,> YOY,1.997967625
r2-2-BLTT,2-Sep,summer-fall,2,9,2.208,M,108.5,19.2,18.2,15.4,6.8,15.2,sep02_2021_box1_smr1_mgO2L_analyzed_SMR,Ch1,0.1085,11.88,12.4,12.23973684,76,0.211150581,0.38867854,0.518221646,0.307071065,180,12,field,nP,> YOY,2.454275252
r2-2-BLTT,10-Sep,summer-fall,2,R4-3,4.099,M,109,19.1,18.3,15.7,6.9,15.1,sep10_2021_box3_smr1_mgO2L_analyzed_GLUED_n2_SMR,Ch3,0.109,21.76,22.59,22.2086747,83,0.372035776,0.806210059,0.806210059,0.434174283,180,22,field,nP,> YOY,2.167022933
r2-2-BRTT,21-Aug,summer-fall,2,12,2.208,F,84.5,17.8,16.7,14.3,6,13.5,aug21_2021_box2_smr1_mgO2L_analyzed_GLUED_n2_SMR,Ch2,0.0845,16.16,16.4,16.28426829,82,0.297638778,0.343402944,0.534571068,0.23693229,180,16,field,nP,> YOY,1.79603972
r2-2-BRTT,27-Aug,summer-fall,2,11,2.208,F,82.5,17.6,16.7,14.2,6.1,13.5,aug27_2021_box2_SMR1_mgO2L_analyzed_GLUED_n2_SMR,Ch1,0.0825,19.06,20.32,19.81176471,85,0.240662419,0.422154659,0.63736786,0.396705441,180,20,field,nP,> YOY,2.648389647
r2-2-BRTT,2-Sep,summer-fall,2,14,2.208,F,83,17.4,16.8,14.2,6.2,13.5,sep02_2021_box2_smr2_mgO2L_analyzed_SMR,Ch4,0.083,12.05,12.36,12.31,81,0.18607737,NA,0.404436248,0.218358878,180,12,field,nP,> YOY,2.173484332
r2-2-BRTT,10-Sep,summer-fall,2,13,2.208,F,84.5,17.7,16.8,14.5,6.1,13.5,sep10_2021_box2_smr1_mgO2L_analyzed_GLUED_n3_SMR,Ch3,0.0845,21.19,22.26,21.63780488,82,0.410683558,0.547443908,0.625156949,0.214473392,180,22,field,nP,> YOY,1.522235155
r2-2-GRTT,21-Aug,summer-fall,2,14,2.208,M,93,17.5,17,14.5,6.5,14.4,aug21_2021_box2_smr1_mgO2L_analyzed_GLUED_n2_SMR,Ch4,0.093,16.16,16.4,16.28566265,83,0.208431927,0.40684859,0.553975201,0.345543275,180,16,field,nP,> YOY,2.657823157
r2-2-GRTT,27-Aug,summer-fall,2,14,2.208,M,91,17.7,17.3,14.5,6.5,14.3,aug27_2021_box2_SMR1_mgO2L_analyzed_GLUED_n2_SMR,Ch4,0.091,19.07,20.32,19.81258824,85,0.298398263,0.467484481,0.484329763,0.185931499,180,20,field,nP,> YOY,1.623098463
r2-2-GRTT,2-Sep,summer-fall,2,11,2.208,M,92.5,17.6,-,14.7,6.4,14.4,sep02_2021_box2_smr2_mgO2L_analyzed_SMR,Ch1,0.0925,12.05,12.36,12.309625,80,0.172806525,0.365112424,0.444564673,0.271758148,180,12,field,nP,> YOY,2.572615089
r2-2-GRTT,10-Sep,summer-fall,2,11,2.208,M,93.5,17.7,17.1,14.6,6.5,14.3,sep10_2021_box2_smr1_mgO2L_analyzed_GLUED_n3_SMR,Ch1,0.0935,21.19,22.26,21.64153846,78,0.488348119,0.425412165,0.66482043,0.176472312,180,22,field,nP,> YOY,1.361365806
r2-2-RLD-RLD,21-Aug,summer-fall,2,9,2.208,F,85,18.3,17,14.6,6.4,13.8,aug21_2021_box1_smr1_mgO2L_analyzed_SMR,Ch1,0.085,16.07,16.38,16.16,84,0.32323502,0.420302517,0.607066055,0.283831035,180,16,field,nP,> YOY,1.878094936
r2-2-RLD-RLD,27-Aug,summer-fall,2,12,2.208,F,84,17.8,16.7,14.4,6.5,14,aug27_2021_box2_SMR1_mgO2L_analyzed_GLUED_n2_SMR,Ch2,0.084,19.06,20.32,19.81182927,82,0.370438486,0.494274301,0.645537049,0.275098563,180,20,field,nP,> YOY,1.742629541
r2-2-RLD-RLD,10-Sep,summer-fall,2,9,2.208,F,87,18,16.8,14.4,6.4,13.9,sep10_2021_box1_smr1_mgO2L_analyzed_GLUED_n2_SMR,Ch2,0.087,21.84,22.45,22.1347561,82,0.338733185,0.457888949,0.569675043,0.230941859,180,22,field,nP,> YOY,1.681781028
r2-3-GLD-GLD,21-Aug,summer-fall,3,R4-3,4.099,F,109,19.5,18.4,15.7,6.5,14.8,aug21_2021_box3_smr1_mgO2L_analyzed_GLUED_n2_SMR,Ch3,0.109,15.54,17.89,16.82296296,81,0.343932973,0.52841361,0.734995775,0.391062802,180,16,field,nP,> YOY,2.137032017
r2-3-GLD-GLD,27-Aug,summer-fall,3,R4-4,4.099,F,109.5,19.8,18.5,15.8,6.7,14,aug27_2021_box3_SMR1_mgO2L_analyzed_GLUED_n2_SMR,Ch1,0.1095,19.96,20.84,20.64963855,83,0.400384556,0.750008813,0.756514475,0.356129919,180,20,field,nP,> YOY,1.88946967
r2-3-GLD-GLD,2-Sep,summer-fall,3,R4-4,4.099,F,109,19.7,18.4,15.8,6.7,14.7,sep02_2021_box3_smr1_mgO2L_analyzed_SMR,Ch1,0.109,12.49,12.82,12.70875,80,0.346481499,0.500635728,0.634113776,0.287632276,180,12,field,nP,> YOY,1.830151904
r2-3-GLD-GLD,10-Sep,summer-fall,3,R4-4,4.099,F,108.5,19.5,18.2,16,6.6,15,sep10_2021_box3_smr1_mgO2L_analyzed_GLUED_n2_SMR,Ch1,0.1085,21.76,22.59,22.2086747,83,0.490845443,0.778536535,0.778536535,0.287691091,180,22,field,nP,> YOY,1.5861134
r2-3-GRD-GRD,21-Aug,summer-fall,3,R4-1,4.099,F,112.5,19.4,18.3,15.6,6.7,15.1,aug21_2021_box3_smr1_mgO2L_analyzed_GLUED_n2_SMR,Ch1,0.1125,15.54,17.89,16.823875,80,0.347914165,0.443373353,0.684092675,0.33617851,180,16,field,nP,> YOY,1.966268533
r2-3-GRD-GRD,27-Aug,summer-fall,3,R4-2,4.099,F,112.5,19.2,18,15.4,6.8,15.1,aug27_2021_box3_SMR1_mgO2L_analyzed_GLUED_n2_SMR,Ch3,0.1125,19.96,20.84,20.64595238,84,0.319719908,0.701718299,0.701718299,0.381998391,180,20,field,nP,> YOY,2.194790759
r2-3-GRD-GRD,2-Sep,summer-fall,3,R4-1,4.099,F,112.5,19.4,18.1,15.5,6.9,15,sep02_2021_box3_smr1_mgO2L_analyzed_SMR,Ch4,0.1125,12.49,12.82,12.70884615,78,0.262657042,0.463066692,0.463066692,0.20040965,180,12,field,nP,> YOY,1.763008857
r2-3-GRD-GRD,10-Sep,summer-fall,3,R4-1,4.099,F,113.5,19.3,18.2,15.5,7,15,sep10_2021_box3_smr1_mgO2L_analyzed_GLUED_n2_SMR,Ch4,0.1135,21.76,22.59,22.2086747,83,0.37808884,0.74156006,0.74156006,0.36347122,180,22,field,nP,> YOY,1.961338134
r2-3-OLD-OLD,21-Aug,summer-fall,3,11,2.208,F,98.5,18.9,17.7,15,6.5,14.4,aug21_2021_box2_smr1_mgO2L_analyzed_GLUED_n2_SMR,Ch1,0.0985,16.16,16.4,16.28566265,83,0.235933465,0.48441369,0.522607624,0.286674159,180,16,field,nP,> YOY,2.215063577
r2-3-OLD-OLD,27-Aug,summer-fall,3,13,2.208,F,97.5,19.2,17.7,15,6.5,14.5,aug27_2021_box2_SMR1_mgO2L_analyzed_GLUED_n2_SMR,Ch3,0.0975,19.07,20.32,19.814,85,0.320991007,0.526510084,0.583100358,0.262109351,180,20,field,nP,> YOY,1.816562911
r2-3-OLD-OLD,2-Sep,summer-fall,3,R4-3,4.099,F,99,19,17.8,15.5,6.6,14.3,sep02_2021_box3_smr1_mgO2L_analyzed_SMR,Ch3,0.099,12.49,12.82,12.71,79,0.245214389,0.496382718,0.496382718,0.251168329,180,12,field,nP,> YOY,2.024280552
r2-3-OLD-OLD,10-Sep,summer-fall,3,14,2.208,F,102,19.3,17.9,15.6,6.6,14.5,sep10_2021_box2_smr1_mgO2L_analyzed_GLUED_n3_SMR,Ch4,0.102,21.19,22.26,21.64113924,79,0.396026468,0.507646943,0.67565746,0.279630991,180,22,field,nP,> YOY,1.706091673
r2-3-RRD-RRD,21-Aug,summer-fall,3,13,2.208,F,99,18.5,17.5,15.1,6.5,14.5,aug21_2021_box2_smr1_mgO2L_analyzed_GLUED_n2_SMR,Ch3,0.099,16.16,16.4,16.28566265,83,0.27675831,0.45386352,0.641305393,0.364547083,180,16,field,nP,> YOY,2.317203749
r2-3-RRD-RRD,27-Aug,summer-fall,3,10,2.208,F,98,18.8,17.8,15,6.5,14.2,aug27_2021_box1_SMR1_mgO2L_analyzed_SMR,Ch2,0.098,19.8,20.52,20.13825581,86,0.345791038,0.574264623,0.607311655,0.261520617,180,20,field,nP,> YOY,1.756296688
r2-3-RRD-RRD,2-Sep,summer-fall,3,13,2.208,F,97.5,18.6,18,15.4,6.5,14.4,sep02_2021_box2_smr2_mgO2L_analyzed_SMR,Ch3,0.0975,12.05,12.36,12.3115,80,0.151238199,0.423531868,0.435940676,0.284702477,180,12,field,nP,> YOY,2.882477298
r2-4-GRD-ORD,20-Aug,summer-fall,4,R6-1,6.985,M,237.5,24.5,23.2,20,8.6,19.7,aug20_2021_box1_SMR1_mgO2L_analyzed_GLUED_n2_SMR,Ch1,0.2375,16.26,16.53,16.39487179,78,0.672282412,0.925481173,1.044992846,0.372710434,180,16,field,nP,> YOY,1.554395634
r2-4-GRD-ORD,26-Aug,summer-fall,4,R6-2,6.985,M,231.5,24,23,19.4,8.9,19.7,aug26_2021_box1_smr1_mgO2L_analyzed_GLUED_n2_SMR,Ch2,0.2315,19.83,20.7,20.25818182,77,0.764830297,1.440011625,1.440011625,0.675181328,180,20,field,nP,> YOY,1.882785804
r2-4-GRD-ORD,1-Sep,summer-fall,4,R6-2,6.985,M,233.5,23.9,23,19.8,8.7,19.7,sep01_2021_box1_SMR1_mgO2L_analyzed_SMR,Ch2,0.2335,11.67,12.51,12.187375,80,0.535176201,0.59596107,1.14835199,0.613175789,1,12,field,nP,> YOY,2.14574562
r2-4-GRD-ORD,9-Sep,summer-fall,4,R6-1,6.985,M,230.5,24,23.4,20,8.8,19.5,sep09_2021_box1_smr1_mgO2L_analyzed_GLUED_n2_SMR,Ch1,0.2305,21.66,22.11,21.952125,80,1.106638303,NA,1.505722595,0.399084292,NA,22,field,nP,> YOY,1.360627579
r2-4-RLD-GLD,20-Aug,summer-fall,4,R6-2,6.985,M,214,23.6,22.5,19.4,8.5,19,aug20_2021_box1_SMR1_mgO2L_analyzed_GLUED_n2_SMR,Ch2,0.214,16.26,16.53,16.39189189,74,0.632885338,0.786235346,0.968568903,0.335683565,180,16,field,nP,> YOY,1.530401867
r2-4-RLD-GLD,26-Aug,summer-fall,4,R6-1,6.985,M,211,23.5,22.2,19.1,8.5,18.9,aug26_2021_box1_smr1_mgO2L_analyzed_GLUED_n2_SMR,Ch1,0.211,19.83,20.7,20.25506173,81,0.717999902,0.990138574,1.240345804,0.522345902,180,20,field,nP,> YOY,1.727501355
r2-4-RLD-GLD,1-Sep,summer-fall,4,R6-1,6.985,M,214,22.9,22.3,19.2,8.6,18.9,sep01_2021_box1_SMR1_mgO2L_analyzed_SMR,Ch1,0.214,11.67,12.51,12.18653846,52,0.391243512,0.489420381,0.779051162,0.38780765,180,12,field,nP,> YOY,1.991218098
r2-4-RLD-GLD,9-Sep,summer-fall,4,R6-2,6.985,M,212,23.8,22.6,19.4,8.7,18.7,sep09_2021_box1_smr1_mgO2L_analyzed_GLUED_n2_SMR,Ch2,0.212,21.66,22.11,21.96184211,76,0.896976075,1.069114793,1.408148121,0.511172046,1,22,field,nP,> YOY,1.569883702
r2-4-RRD-ORD,20-Aug,summer-fall,4,R4-3,4.099,M,137,20.9,19.6,16.9,7.4,16.2,aug20_2021_box3_SMR1_mgO2L_analyzed_GLUED_n2_SMR,Ch3,0.137,15.55,16.5,16.08168831,77,0.747944269,0.966419332,1.300497696,0.552553427,180,16,field,nP,> YOY,1.738762833
r2-4-RRD-ORD,26-Aug,summer-fall,4,R4-4,4.099,M,132.5,20.6,19.4,16.4,7.2,16.1,aug26_2021_box3_SMR1_mgO2L_analyzed_GLUED_n2_SMR,Ch1,0.1325,20.21,20.75,20.56089744,78,0.556624043,1.162578686,1.162578686,0.605954643,1,20,field,nP,> YOY,2.08862463
r2-4-RRD-ORD,1-Sep,summer-fall,4,R4-4,4.099,M,141,20.3,19.5,16.4,7.3,16.3,sep01_2021_box3_SMR1_mgO2L_analyzed_SMR,Ch1,0.141,12.1,12.55,12.41609756,82,0.460228144,0.407560279,0.7153561,0.255127956,180,12,field,nP,> YOY,1.554351051
r2-4-RRD-ORD,9-Sep,summer-fall,4,R4-4,4.099,M,134.5,20.6,19.3,16.5,7.2,16.2,sep09_2021_box3_SMR1_mgO2L_analyzed_GLUED_n2_SMR,Ch1,0.1345,22.06,22.85,22.42848101,79,0.687619899,0.972050883,1.13189566,0.444275761,180,22,field,nP,> YOY,1.646106609
r2-BLD,12-Aug,summer-fall,N1,2,0.568,F,7.57,8.3,8,6.5,2.6,NA,aug12_2021_box1_SMR1_mgO2L_analyzed_GLUED_n3_SMR,Ch2,0.00757,15.87,16.19,16.03071429,84,0.052958241,0.060600434,0.060600434,0.007642193,180,16,lab,nP,YOY,1.144306027
r2-BLD,17-Aug,summer-fall,N1,5,0.568,F,7.53,8.1,7.7,6.4,2.8,NA,aug17_2021_box2_smr1_mgO2L_analyzed_SMR,Ch3,0.00753,19.82,19.98,19.89926829,82,0.06662215,0.066392157,0.077556528,0.010934378,180,20,lab,nP,YOY,1.164125268
r2-BLD,23-Aug,summer-fall,N1,1,0.568,F,7.68,8.4,7.9,6.7,2.7,NA,aug23_2021_box1_smr1_mgO2L_analyzed_SMR,Ch1,0.00768,11.76,12.75,12.0982716,81,0.02600887,0.054109407,0.057552803,0.031543932,180,12,lab,nP,YOY,2.212814392
r2-BLD-BLD-BLD,26-Aug,summer-fall,N8,3,0.568,M,7.75,8.2,7.6,6.5,2.8,NA,aug26_2021_box2_smr1_mgO2L_analyzed_SMR,Ch1,0.00775,18.86,19.87,19.4317284,81,0.043673936,0.079800614,0.079800614,0.036126677,180,20,lab,nP,YOY,1.827190771
r2-BLD-BLTT,26-Aug,summer-fall,N8,6,0.568,M,8.82,8.7,8.1,6.8,3,NA,aug26_2021_box2_smr1_mgO2L_analyzed_SMR,Ch4,0.00882,18.86,19.87,19.43910256,78,NA,0.081799511,0.081799511,NA,180,20,lab,nP,YOY,NA
r2-BLD-OLD,13-Aug,summer-fall,N5,2,0.568,M,8.94,8.9,8.3,6.9,2.8,NA,aug13_2021_box1_SMR1_mgO2L_analyzed_SMR,Ch2,0.00894,16.04,16.3,16.21857143,91,0.046387308,0.067167211,0.078398777,0.032011469,1,16,lab,nP,YOY,1.690091115
r2-BLD-OLD,18-Aug,summer-fall,N5,1,0.568,M,9.116,8.7,8.5,7.1,3,NA,aug18_2021_box1_SMR1_mgO2L_analyzed_SMR,Ch1,0.009116,19.63,20.06,19.82746988,83,0.05660952,0.069089236,0.094977166,0.038367646,180,20,lab,nP,YOY,1.677759606
r2-BLD-OLD,24-Aug,summer-fall,N5,2,0.568,M,9.6,9,8.4,7,3,NA,aug24_2021_box1_smr1_mgO2L_analyzed_SMR,Ch2,0.0096,11.98,12.22,12.06658537,41,0.040369644,0.068722299,0.077290951,0.036921308,1,12,lab,nP,YOY,1.914580963
r2-BLTB,13-Aug,summer-fall,N5,1,0.568,M,8.8,8.9,8.4,6.9,2.9,NA,aug13_2021_box1_SMR1_mgO2L_analyzed_SMR,Ch1,0.0088,16.04,16.3,16.21846154,91,0.04628474,0.059679204,0.071922507,0.025637767,180,16,lab,nP,YOY,1.553914024
r2-BLTB,18-Aug,summer-fall,N5,5,0.568,M,9.1,8.9,8.4,7,2.9,NA,aug18_2021_box2_SMR1_mgO2L_analyzed_SMR,Ch3,0.0091,20.08,20.45,20.3454321,81,0.067944391,0.100785918,0.100785918,0.032841527,1,20,lab,nP,YOY,1.483358912
r2-BLTB,24-Aug,summer-fall,N5,4,0.568,M,9.46,9,8.5,7,3,NA,aug24_2021_box2_smr1_mgO2L_analyzed_SMR,Ch2,0.00946,12.03,12.24,12.09060976,82,0.034483991,0.075963916,0.075963916,0.041479925,1,12,lab,nP,YOY,2.202874833
r2-BLTT,13-Aug,summer-fall,N5,5,0.568,M,6.77,8.2,7.7,6.6,2.5,NA,aug13_2021_box2_SMR1_mgO2L_analyzed_SMR,Ch3,0.00677,16.13,16.28,16.23068966,87,0.042703824,0.058278315,0.071591524,0.0288877,180,16,lab,nP,YOY,1.676466352
r2-BLTT,18-Aug,summer-fall,N5,G1,0.272,M,7,8.3,7.8,6.6,2.5,NA,aug18_2021_box3_SMR1_mgO2L_analyzed_SMR,Ch1,0.007,19.73,20.54,20.01871795,78,0.05278046,0.065000374,0.07356397,0.02078351,180,20,lab,nP,YOY,1.393772813
r2-BLTT,24-Aug,summer-fall,N5,6,0.568,M,6.97,8.3,8,6.6,2.5,NA,aug24_2021_box2_smr1_mgO2L_analyzed_SMR,Ch4,0.00697,12.03,12.24,12.09060976,82,0.033633694,0.049490212,0.056644701,0.023011007,180,12,lab,nP,YOY,1.68416532
r2-BRD-BRD,12-Aug,summer-fall,N1,G3,0.272,M,6.82,8.2,7.8,6.4,2.7,NA,aug12_2021_box3_SMR1_mgO2L_analyzed_GLUED_n2_SMR,Ch3,0.00682,16.13,16.33,16.24259259,54,0.039077089,0.054845101,0.062835723,0.023758634,180,16,lab,nP,YOY,1.60799397
r2-BRD-BRD-BRD,26-Aug,summer-fall,N8,G4,0.272,M,7.02,8.7,8.2,6.9,2.7,NA,aug26_2021_box3_SMR1_mgO2L_analyzed_GLUED_n2_SMR,Ch4,0.00702,20.21,20.75,20.56089744,78,0.049219058,0.064028871,0.067518496,0.018299438,180,20,lab,nP,YOY,1.37179577
r2-BRD-BRD-BRD,9-Sep,summer-fall,N8,3,0.568,M,7.88,8.6,8.1,7,2.8,NA,sep09_2021_box2_smr1_mgO2L_analyzed_SMR,Ch1,0.00788,20.94,22.41,21.65714286,77,0.065405369,0.086301979,0.103623833,0.038218464,180,22,lab,nP,YOY,1.584332215
r2-BRD-BRD-BRD,15-Sep,summer-fall,N8,4,0.568,M,8.31,8.8,8.1,6.7,2.8,NA,sep15_2021_box2_smr1_mgO2L_analyzed_SMR,Ch2,0.00831,15.54,16.02,15.9044186,86,0.052136014,0.07548095,0.079113011,0.026976997,180,16,lab,nP,YOY,1.517434973
r2-BRD-BRTT,1-Sep,summer-fall,N8,5,0.568,M,9.43,8.9,8.3,7,3,NA,sep01_2021_box2_smr1_mgO2L_analyzed_SMR,Ch3,0.00943,11.6,11.82,11.672375,80,0.03428932,NA,0.057286739,0.022997419,NA,12,lab,nP,YOY,1.670687516
r2-BRD-RRD,13-Aug,summer-fall,N11,G3,0.272,M,6.42,8.1,7.6,6.4,2.3,NA,aug13_2021_box3_smr1_mgO2L_analyzed_GLUED_n2_SMR,Ch3,0.00642,16.3,16.63,16.47604651,86,0.033328478,0.051776961,0.065100402,0.031771924,180,16,lab,nP,YOY,1.9532966
r2-BRD-RRD,18-Aug,summer-fall,N11,6,0.568,M,6.56,8.3,7.8,6.4,2.4,NA,aug18_2021_box2_SMR1_mgO2L_analyzed_SMR,Ch4,0.00656,20.08,20.45,20.3454321,81,0.060275019,0.094810053,0.094810053,0.034535034,180,20,lab,nP,YOY,1.572957664
r2-BRD-RRD,24-Aug,summer-fall,N11,G1,0.272,M,6.63,8.4,7.8,6.5,2.5,NA,aug24_2021_box3_smr1_mgO2L_analyzed_SMR,Ch1,0.00663,12.21,12.36,12.25975309,81,0.031934649,0.056974744,0.056974744,0.025040095,180,12,lab,nP,YOY,1.784104283
r2-BRTB,13-Aug,summer-fall,N5,6,0.568,M,7.25,8.3,7.8,6.7,2.6,NA,aug13_2021_box2_SMR1_mgO2L_analyzed_SMR,Ch4,0.00725,16.13,16.28,16.2294382,89,0.036336068,0.051988487,0.06784971,0.031513641,180,16,lab,nP,YOY,1.867282649
r2-BRTB,18-Aug,summer-fall,N5,3,0.568,M,7.14,8.5,7.9,6.7,2.7,NA,aug18_2021_box2_SMR1_mgO2L_analyzed_SMR,Ch1,0.00714,20.08,20.45,20.3454321,81,0.056139127,0.059430165,0.09086206,0.034722933,180,20,lab,nP,YOY,1.618515726
r2-BRTB,24-Aug,summer-fall,N5,1,0.568,M,7.69,8.4,7.9,6.6,2.7,NA,aug24_2021_box1_smr1_mgO2L_analyzed_SMR,Ch1,0.00769,11.98,12.2,12.06121951,82,0.023055689,0.041062926,0.058479544,0.035423856,180,12,lab,nP,YOY,2.536447526
r2-BRTT,13-Aug,summer-fall,N5,3,0.568,M,8.5,8.5,8.1,6.7,2.6,NA,aug13_2021_box2_SMR1_mgO2L_analyzed_SMR,Ch1,0.0085,16.13,16.28,16.22921348,89,0.044059374,0.054176901,0.077183832,0.033124458,180,16,lab,nP,YOY,1.751814104
r2-BRTT,18-Aug,summer-fall,N5,2,0.568,M,8.309,8.7,8.5,7.1,2.9,NA,aug18_2021_box1_SMR1_mgO2L_analyzed_SMR,Ch2,0.008309,19.63,20.06,19.82795181,83,0.050574327,0.058446198,0.080840035,0.030265708,180,20,lab,nP,YOY,1.598440146
r2-BRTT,24-Aug,summer-fall,N5,3,0.568,M,8.87,9,8.4,7.1,2.9,NA,aug24_2021_box2_smr1_mgO2L_analyzed_SMR,Ch1,0.00887,12.03,12.24,12.09075,80,0.027144092,0.044649994,0.06813762,0.040993528,180,12,lab,nP,YOY,2.510219129
