FishID,DateRespo,ExperimentID,Tank,RespoID,Resp.Vol.L,sex,Mass.g,TL.cm,FL.cm,SL.cm,Depth.cm,Curcumference.cm,filename,Ch,BW,t_min,t_max,t_mean,N_mo2,rmr,mmrChase,mmr,AS,mmr_length_cycle,treatm,origin,pregnant,sizeClass,FAS
r2-GLD-GLD,12-Aug,summer-fall,N1,G4,0.272,M,6.17,7.8,7.5,6.1,2.5,NA,aug12_2021_box3_SMR1_mgO2L_analyzed_GLUED_n2_SMR,Ch4,0.00617,16.13,16.33,16.24150943,53,0.033890643,0.034568617,0.048794518,0.014903875,1,16,lab,nP,YOY,1.439763707
r2-GLD-GLD-GLD,12-Aug,summer-fall,N1,4,0.568,M,6.05,7.7,7.2,5.9,2.4,NA,aug12_2021_box2_SMR1_mgO2L_analyzed_GLUED_n2_SMR,Ch2,0.00605,15.85,16.2,16.09329268,82,0.042030628,0.043934418,0.05431391,0.012283282,180,16,lab,nP,YOY,1.292245966
r2-GLD-GLD-GLD,17-Aug,summer-fall,N1,4,0.568,M,6.17,7.9,7.5,6.3,2.5,NA,aug17_2021_box2_smr1_mgO2L_analyzed_SMR,Ch2,0.00617,19.82,19.98,19.89926829,82,0.048689109,0.07814023,0.07814023,0.029451121,180,20,lab,nP,YOY,1.604881086
r2-GLD-GLD-GLD,20-Sep,summer-fall,N1,2,0.568,M,10.5,NA,,NA,NA,NA,sep20_2021_box1_smr1_mgO2L_analyzed_SMR,Ch2,0.0105,21.59,22.52,22.12901099,91,0.081926418,0.082550517,0.113811351,0.031884933,180,22,lab,nP,YOY,1.389189886
r2-GLD-GLTT,1-Sep,summer-fall,N8,G3,0.272,M,8.23,8.3,7.8,6.5,2.8,NA,sep01_2021_box3_SMR1_mgO2L_analyzed_SMR,Ch3,0.00823,12.1,12.55,12.41609756,82,0.02413966,0.028458619,0.041623557,0.017483897,180,12,lab,nP,YOY,1.724280995
r2-GLD-GLTT,9-Sep,summer-fall,N8,G4,0.272,M,8.72,8.5,8,6.8,2.8,NA,sep09_2021_box3_SMR1_mgO2L_analyzed_GLUED_n2_SMR,Ch4,0.00872,22.06,22.85,22.42848101,79,0.061565148,0.085154076,0.086931156,0.025366008,1,22,lab,nP,YOY,1.412018962
r2-GLD-GLTT,15-Sep,summer-fall,N8,G4,0.272,F,9.1,8.7,8.2,6.9,2.9,NA,sep15_2021_box3_smr1_mgO2L_analyzed_SMR,Ch4,0.0091,15.93,16.73,16.13309524,84,0.046740143,0.073867274,0.088682448,0.041942305,180,16,lab,nP,YOY,1.89735082
r2-GLD-RLD,13-Aug,summer-fall,N11,G4,0.272,M,7.34,8,7.6,6.4,2.6,NA,aug13_2021_box3_smr1_mgO2L_analyzed_GLUED_n2_SMR,Ch4,0.00734,16.3,16.63,16.4762069,87,0.0343218,0.07659818,0.07659818,0.042276381,180,16,lab,nP,YOY,2.231764675
r2-GLD-RLD,18-Aug,summer-fall,N11,G4,0.272,M,7.15,8.3,7.9,6.7,2.6,NA,aug18_2021_box3_SMR1_mgO2L_analyzed_SMR,Ch4,0.00715,19.73,20.54,20.00947368,76,0.047400288,0.081276905,0.081276905,0.033876617,180,20,lab,nP,YOY,1.714692214
r2-GLD-RLD,24-Aug,summer-fall,N11,G3,0.272,M,7.14,8.4,8.1,6.7,2.7,NA,aug24_2021_box3_smr1_mgO2L_analyzed_SMR,Ch3,0.00714,12.21,12.36,12.25975309,81,0.035171296,0.048093696,0.056704899,0.021533604,180,12,lab,nP,YOY,1.612249373
r2-GRD-GRD-GRD,12-Aug,summer-fall,N1,G1,0.272,M,5.95,7.6,7.1,6,2.5,NA,aug12_2021_box3_SMR1_mgO2L_analyzed_GLUED_n2_SMR,Ch1,0.00595,16.13,16.33,16.24259259,54,0.034537073,0.046691965,0.049950249,0.015413176,180,16,lab,nP,YOY,1.44627915
r2-GRD-ORD,13-Aug,summer-fall,N11,4,0.568,NA,6.14,8,7.5,6.1,2.5,NA,aug13_2021_box2_SMR1_mgO2L_analyzed_SMR,Ch2,0.00614,16.13,16.28,16.22910112,89,0.044085932,NA,0.062384578,0.018298646,NA,16,lab,nP,YOY,1.415067696
r2-N10-RLD-RLTT,23-Aug,summer-fall,N10,5,0.568,F,9.15,8.8,8.4,7,2.9,NA,aug23_2021_box2_smr1_mgO2L_analyzed_SMR,Ch3,0.00915,11.99,12.65,12.20602564,78,0.032418517,0.053048919,0.058762613,0.026344096,180,12,lab,nP,YOY,1.812624934
r2-N10-RLD-RLTT,15-Sep,summer-fall,N10,5,0.568,F,11.75,9.2,8.7,7.4,3.1,NA,sep15_2021_box2_smr1_mgO2L_analyzed_SMR,Ch3,0.01175,15.54,16.02,15.9044186,86,0.055610649,0.074662455,0.088625471,0.033014822,180,16,lab,nP,YOY,1.593678049
r2-OLD,23-Aug,summer-fall,N10,G1,0.272,F,7.23,8.2,7.7,6.5,2.6,NA,aug23_2021_box3_smr1_mgO2L_analyzed_SMR,Ch1,0.00723,12.15,12.7,12.35,80,0.025253569,0.032507004,0.037724788,0.012471218,180,12,lab,nP,YOY,1.493839828
r2-OLD,15-Sep,summer-fall,N10,G1,0.272,F,9.47,9,8.3,7,2.9,NA,sep15_2021_box3_smr1_mgO2L_analyzed_SMR,Ch1,0.00947,15.93,16.73,16.13309524,84,NA,0.054200459,0.078848847,NA,180,16,lab,nP,YOY,NA
r2-OLD-OLD-OLD,12-Aug,summer-fall,N1,G2,0.272,F,7.05,8.2,7.7,6.4,2.7,NA,aug12_2021_box3_SMR1_mgO2L_analyzed_GLUED_n2_SMR,Ch2,0.00705,16.13,16.33,16.24259259,54,0.040477254,0.053926102,0.053926102,0.013448847,180,16,lab,nP,YOY,1.332256904
r2-OLD-OLTT,1-Sep,summer-fall,N8,4,0.568,M,9.68,8.7,8.2,6.9,3,NA,sep01_2021_box2_smr1_mgO2L_analyzed_SMR,Ch2,0.00968,11.6,11.82,11.672375,80,0.035002311,0.047148151,0.063145289,0.028142978,180,12,lab,nP,YOY,1.804032016
r2-OLD-OLTT,9-Sep,summer-fall,N8,5,0.568,M,10.28,8.9,8.5,7.2,2.8,NA,sep09_2021_box2_smr1_mgO2L_analyzed_SMR,Ch3,0.01028,20.94,22.41,21.65705128,78,0.076790496,0.086493619,0.115148962,0.038358466,1,22,lab,nP,YOY,1.499521011
r2-OLD-OLTT,15-Sep,summer-fall,N8,6,0.568,M,10.65,9,8.5,7.2,3,NA,sep15_2021_box2_smr1_mgO2L_analyzed_SMR,Ch4,0.01065,15.54,16.02,15.9044186,86,0.068914284,0.073371838,0.101641757,0.032727473,180,16,lab,nP,YOY,1.474901147
r2-ORD-ORD-ORD,12-Aug,summer-fall,N1,3,0.568,NA,6.32,7.8,7.5,6.1,2.5,NA,aug12_2021_box2_SMR1_mgO2L_analyzed_GLUED_n2_SMR,Ch1,0.00632,15.85,16.2,16.09329268,82,0.037038034,0.044114075,0.057194299,0.020156265,180,16,lab,nP,YOY,1.544204492
r2-ORD-ORD-ORD,17-Aug,summer-fall,N1,6,0.568,NA,6.55,8,7.6,6.4,2.6,NA,aug17_2021_box2_smr1_mgO2L_analyzed_SMR,Ch4,0.00655,19.82,19.98,19.89926829,82,0.045866564,0.072489245,0.072489245,0.026622681,180,20,lab,nP,YOY,1.580437658
r2-ORD-ORD-ORD,23-Aug,summer-fall,N1,6,0.568,NA,6.68,7.9,7.4,6.2,2.6,NA,aug23_2021_box2_smr1_mgO2L_analyzed_SMR,Ch4,0.00668,11.99,12.65,12.20602564,78,0.027791566,NA,0.041254355,0.013462789,NA,12,lab,nP,YOY,1.484419946
r2-ORD-ORD-ORD,20-Sep,summer-fall,N1,1,0.568,NA,9.5,NA,,NA,NA,NA,sep20_2021_box1_smr1_mgO2L_analyzed_SMR,Ch1,0.0095,21.59,22.52,22.12891304,92,0.076726202,0.085931505,0.098776026,0.022049823,1,22,lab,nP,YOY,1.287383224
r2-ORD-ORTT,26-Aug,summer-fall,N8,G3,0.272,F,7.86,8.5,7.9,6.6,3.8,NA,aug26_2021_box3_SMR1_mgO2L_analyzed_GLUED_n2_SMR,Ch3,0.00786,20.21,20.75,20.56089744,78,0.063707158,0.07381642,0.07381642,0.010109262,180,20,lab,nP,YOY,1.158683308
r2-ORD-ORTT,9-Sep,summer-fall,N8,6,0.568,F,8.89,8.7,8,7,2.8,NA,sep09_2021_box2_smr1_mgO2L_analyzed_SMR,Ch4,0.00889,20.94,22.41,21.65584416,77,0.078368107,0.109250898,0.114643844,0.036275737,180,22,lab,nP,YOY,1.462889023
r2-ORD-ORTT,15-Sep,summer-fall,N8,3,0.568,F,9.48,8.8,8.2,7,2.7,NA,sep15_2021_box2_smr1_mgO2L_analyzed_SMR,Ch1,0.00948,15.54,16.02,15.90428571,84,0.052824836,0.08062249,0.093464533,0.040639697,1,16,lab,nP,YOY,1.769329352
r2-RLD-BLD,13-Aug,summer-fall,N11,G1,0.272,NA,6.07,7.7,7.1,6.1,2.6,NA,aug13_2021_box3_smr1_mgO2L_analyzed_GLUED_n2_SMR,Ch1,0.00607,16.34,16.63,16.49175439,57,0.033533632,0.041119253,0.054148306,0.020614674,180,16,lab,nP,YOY,1.614746224
r2-RLD-RLD-RLD,12-Aug,summer-fall,N1,6,0.568,F,6.93,8,7.4,6.4,2.6,NA,aug12_2021_box2_SMR1_mgO2L_analyzed_GLUED_n2_SMR,Ch4,0.00693,15.85,16.2,16.09329268,82,0.045172178,0.040464896,0.061391659,0.016219481,180,16,lab,nP,YOY,1.359059084
r2-RLD-RLD-RLD,17-Aug,summer-fall,N1,3,0.568,F,6.95,8.1,7.7,6.4,2.5,NA,aug17_2021_box2_smr1_mgO2L_analyzed_SMR,Ch1,0.00695,19.82,19.98,19.89926829,82,0.051455736,0.080604986,0.080604986,0.029149251,180,20,lab,nP,YOY,1.566491762
r2-RLD-RLD-RLD,23-Aug,summer-fall,N1,3,0.568,F,7.23,8.1,7.7,6.5,2.6,NA,aug23_2021_box2_smr1_mgO2L_analyzed_SMR,Ch1,0.00723,11.99,12.65,12.20602564,78,0.02635202,0.057543764,0.057543764,0.031191744,180,12,lab,nP,YOY,2.183656688
r2-RLD-RLTT,26-Aug,summer-fall,N8,5,0.568,F,9.38,8.7,8.3,7,3,NA,aug26_2021_box2_smr1_mgO2L_analyzed_SMR,Ch3,0.00938,18.86,19.87,19.42975309,81,0.070744696,0.080065162,0.118406689,0.047661993,180,20,lab,nP,YOY,1.673718256
r2-RLD-RLTT,1-Sep,summer-fall,N8,6,0.568,F,9.37,8.9,8.5,7,3,NA,sep01_2021_box2_smr1_mgO2L_analyzed_SMR,Ch4,0.00937,11.6,11.81,11.67125,80,0.041535107,0.053133917,0.071373898,0.029838791,180,12,lab,nP,YOY,1.718399271
r2-RLD-RLTT,9-Sep,summer-fall,N8,G3,0.272,F,10.38,9.4,8.8,7.1,3,NA,sep09_2021_box3_SMR1_mgO2L_analyzed_GLUED_n2_SMR,Ch3,0.01038,22.06,22.85,22.42848101,79,0.067153745,0.097504199,0.098502614,0.031348869,1,22,lab,nP,YOY,1.466822353
r2-RLD-RLTT,15-Sep,summer-fall,N8,1,0.568,F,10.745,9.5,8.8,7.4,3,NA,sep15_2021_box1_smr1_mgO2L_analyzed_SMR,Ch1,0.010745,15.34,16.19,15.87674419,86,0.05309841,0.090731475,0.098137475,0.045039065,180,16,lab,nP,YOY,1.8482187
r2-RLTT,23-Aug,summer-fall,N10,G2,0.272,M,6.17,7.9,7.5,6.1,2.6,NA,aug23_2021_box3_smr1_mgO2L_analyzed_SMR,Ch2,0.00617,12.15,12.7,12.35,80,0.020733406,0.035141172,0.039625667,0.018892261,180,12,lab,nP,YOY,1.911199117
r2-RLTT,15-Sep,summer-fall,N10,G2,0.272,M,7.86,8.3,7,6.5,2.9,NA,sep15_2021_box3_smr1_mgO2L_analyzed_SMR,Ch2,0.00786,15.93,16.73,16.13309524,84,0.044408909,0.052095813,0.069246003,0.024837094,180,16,lab,nP,YOY,1.559281796
r2-RRD,23-Aug,summer-fall,N10,G4,0.272,M,8.1,8.5,8,6.7,2.8,NA,aug23_2021_box3_smr1_mgO2L_analyzed_SMR,Ch4,0.0081,12.15,12.7,12.35,80,0.023478008,0.031889959,0.045197921,0.021719913,180,12,lab,nP,YOY,1.92511738
r2-RRD,15-Sep,summer-fall,N10,G3,0.272,M,10.06,8.9,8.5,7.2,3,NA,sep15_2021_box3_smr1_mgO2L_analyzed_SMR,Ch3,0.01006,15.93,16.73,16.13309524,84,0.051070173,0.063888326,0.077393228,0.026323055,180,16,lab,nP,YOY,1.515429132
r2-RRD-BRD,13-Aug,summer-fall,N11,G2,0.272,M,8.15,8.2,7.9,6.4,2.7,NA,aug13_2021_box3_smr1_mgO2L_analyzed_GLUED_n2_SMR,Ch2,0.00815,16.3,16.63,16.4762069,87,0.048716171,0.056745228,0.077066486,0.028350314,1,16,lab,nP,YOY,1.581948739
r2-RRD-BRD,18-Aug,summer-fall,N11,4,0.568,M,7.72,8.5,8.2,6.6,2.7,NA,aug18_2021_box2_SMR1_mgO2L_analyzed_SMR,Ch2,0.00772,20.08,20.45,20.3454321,81,0.057869657,NA,0.09932096,0.041451304,NA,20,lab,nP,YOY,1.716287361
r2-RRD-BRD,24-Aug,summer-fall,N11,5,0.568,M,7.99,8.3,8,6.7,2.8,NA,aug24_2021_box2_smr1_mgO2L_analyzed_SMR,Ch3,0.00799,12.03,12.24,12.09060976,82,0.047120839,0.053241448,0.078386034,0.031265195,1,12,lab,nP,YOY,1.663511007
r2-RRD-RRD-RRD,12-Aug,summer-fall,N1,5,0.568,F,6.55,7.8,7.4,6.2,2.5,NA,aug12_2021_box2_SMR1_mgO2L_analyzed_GLUED_n2_SMR,Ch3,0.00655,15.85,16.2,16.09329268,82,0.041072301,0.048567387,0.056121763,0.015049463,1,16,lab,nP,YOY,1.366413921
r2-RRD-RRD-RRD,17-Aug,summer-fall,N1,G1,0.272,F,6.637,8.1,7.5,6.3,2.6,NA,aug17_2021_box3_smr1_mgO2L_analyzed_SMR,Ch1,0.006637,19.09,21.35,19.64670886,79,0.046230474,0.056276265,0.066219344,0.019988869,1,20,lab,nP,YOY,1.432374312
r2-RRD-RRD-RRD,23-Aug,summer-fall,N1,4,0.568,F,6.9,8.2,7.7,6.4,2.7,NA,aug23_2021_box2_smr1_mgO2L_analyzed_SMR,Ch2,0.0069,11.99,12.65,12.20602564,78,0.036513523,0.035041559,0.046450625,0.009937102,180,12,lab,nP,YOY,1.272148539
r2-RRD-RRTT,26-Aug,summer-fall,N8,4,0.568,F,8.66,8.8,8.3,6.8,2.9,NA,aug26_2021_box2_smr1_mgO2L_analyzed_SMR,Ch2,0.00866,18.86,19.87,19.43134146,82,0.057548894,0.068099193,0.086282081,0.028733186,1,20,lab,nP,YOY,1.499283034
r2-RRD-RRTT,1-Sep,summer-fall,N8,3,0.568,F,9.07,8.6,8.1,6.7,2.8,NA,sep01_2021_box2_smr1_mgO2L_analyzed_SMR,Ch1,0.00907,11.6,11.82,11.672375,80,0.02854845,0.05405062,0.05405062,0.02550217,180,12,lab,nP,YOY,1.893294374
r2-RRD-RRTT,9-Sep,summer-fall,N8,4,0.568,F,9.78,9,8.4,7.3,2.9,NA,sep09_2021_box2_smr1_mgO2L_analyzed_SMR,Ch2,0.00978,21.2,22.41,21.66428571,77,0.067487957,0.085965453,0.103005893,0.035517937,180,22,lab,nP,YOY,1.526285551
r2-RRD-RRTT,15-Sep,summer-fall,N8,2,0.568,F,9.98,9,8.4,7.1,2.9,NA,sep15_2021_box1_smr1_mgO2L_analyzed_SMR,Ch2,0.00998,15.38,16.19,15.88783784,74,0.059011995,NA,0.086508153,0.027496158,NA,16,lab,nP,YOY,1.465941848
r2-RRTB,23-Aug,summer-fall,N10,G3,0.272,F,7.95,8.4,8.1,6.6,2.9,NA,aug23_2021_box3_smr1_mgO2L_analyzed_SMR,Ch3,0.00795,12.15,12.7,12.35,80,0.024820337,0.044695669,0.044695669,0.019875332,180,12,lab,nP,YOY,1.800767994
RLDT1,1-Jun,spring,A2,R4-1,4.159,M,179.5,22.8,21.6,18.2,8.2,18,jun01_2021_box2_smr1_mgO2L_analyzed_GLUED_n2_SMR,Ch2,0.1795,15.72,16.46,15.92528571,70,0.560875138,0.669501964,0.754218172,0.193343034,180,16,field,nP,> YOY,1.344716712
RLDT1,6-Jun,spring,A2,R4-3,4.159,M,174,22,21.2,18.4,7.9,18,jun06_2021_box1_smr1_mgO2L_analyzed_SMR,Ch3,0.174,19.45,20.31,19.914,50,0.61173059,0.786975435,0.833762895,0.222032305,180,20,field,nP,> YOY,1.362957662
RLDT2,2-Jun,spring,A1,R2-12,2.227,M,95,18.2,17,14.6,6.4,14.3,jun02_2021_box3_smr2_mgO2L_analyzed_GLUED_n2_SMR,Ch4,0.095,15.63,16.33,16.09808219,73,0.351477023,0.455939671,0.57909245,0.227615427,180,16,field,nP,> YOY,1.647596892
RLDT2,7-Jun,spring,A1,R2-10,2.227,M,95,18,17.5,14.8,6.2,14.3,jun07_2021_box3_smr1_mgO2L_analyzed_GLUED_n2_SMR,Ch2,0.095,19.4,20.31,19.89631579,76,0.308495846,0.439604519,0.574933982,0.266438135,180,20,field,nP,> YOY,1.863668469
RLDT2,12-Jun,spring,A1,R2-10,2.227,M,95.5,18,17.2,14.6,6.4,14.4,jun12_2021_box3_smr1_mgO2L_analyzed_SMR,Ch2,0.0955,11.59,12.84,11.88269231,78,0.198868488,0.410052653,0.41585107,0.216982582,180,12,field,nP,> YOY,2.091085797
RLDT3,2-Jun,spring,A1,R2-10,2.227,M,86,18,17,14.4,6,14.1,jun02_2021_box3_smr2_mgO2L_analyzed_GLUED_n2_SMR,Ch2,0.086,15.63,16.33,16.11661765,68,0.340836753,NA,0.515262481,0.174425729,1,16,field,nP,> YOY,1.511757394
RLDT3,7-Jun,spring,A1,R2-11,2.227,M,86,17.9,16.9,14.4,6,14,jun07_2021_box3_smr1_mgO2L_analyzed_GLUED_n2_SMR,Ch3,0.086,19.24,20.31,19.89194805,77,0.330325942,0.459437721,0.62082761,0.290501668,180,20,field,nP,> YOY,1.879439459
RLDT3,12-Jun,spring,A1,R2-11,2.227,M,89,17.4,16.6,14.2,6.1,14,jun12_2021_box3_smr1_mgO2L_analyzed_SMR,Ch3,0.089,11.59,12.84,11.88434211,76,0.186901408,0.262890863,0.435087768,0.24818636,180,12,field,nP,> YOY,2.327899894
RLTB1,2-Jun,spring,A1,R11-2,12.447,M,251.5,25.1,23.6,20.5,9,20,jun02_2021_box1_smr1_mgO2L_analyzed_GLUED_n2_SMR,Ch3,0.2515,15.34,16.44,15.76189189,74,0.606780662,0.875240972,1.368386337,0.761605676,180,16,field,nP,> YOY,2.255158121
RLTB1,7-Jun,spring,A1,R11-1,12.447,M,247,24.3,23.9,20.2,8.9,20,jun07_2021_box1_smr1_mgO2L_analyzed_GLUED_n2_SMR,Ch2,0.247,19.61,20.25,19.84567164,67,0.826499476,1.225528812,1.287396262,0.460896786,180,20,field,nP,> YOY,1.557649217
RLTB1,12-Jun,spring,A1,R6-2,6.1,M,250,25,23.7,20.3,8.6,19.9,jun12_2021_box2_smr1_mgO2L_analyzed_SMR,Ch4,0.25,11.99,12.64,12.37836066,61,0.220995763,0.437493006,0.444910365,0.223914602,180,12,field,nP,> YOY,2.013207673
RLTTB1,1-Jun,spring,A2,R6-2,6.1,M,177.5,22.2,21.5,18.5,8.1,17.9,jun01_2021_box2_smr1_mgO2L_analyzed_GLUED_n2_SMR,Ch4,0.1775,15.72,16.46,15.9274359,78,0.447185331,0.484512374,0.757059907,0.309874577,180,16,field,nP,> YOY,1.692944414
RLTTB1,6-Jun,spring,A2,R6-2,6.1,M,175.5,21.4,20.5,18.2,8,17.8,jun06_2021_box2_smr1_mgO2L_analyzed_SMR,Ch4,0.1755,19,20.73,20.04368421,76,0.512082719,0.603880793,0.984226392,0.472143674,1,20,field,nP,> YOY,1.922006654
RLTTB1,11-Jun,spring,A2,R6-2,6.1,M,181,21,20.5,18,8.1,17.8,jun11_2021_box2_smr1_mgO2L_analyzed_SMR,Ch4,0.181,11.39,11.74,11.59438356,73,0.175791675,0.34297308,0.53313041,0.357338736,1,12,field,nP,> YOY,3.032739813
RRDT1,2-Jun,spring,A1,R4-2,4.159,M,89.5,18,17.1,14.5,6.3,14,jun02_2021_box2_smr1_mgO2L_analyzed_GLUED_n2_SMR,Ch3,0.0895,14.92,16.31,15.98039474,76,0.319811622,0.435710469,0.523393393,0.203581771,120,16,field,nP,> YOY,1.636567771
RRDT1,7-Jun,spring,A1,R4-3,4.159,M,89,18,17,14.5,6.1,14,jun07_2021_box1_smr1_mgO2L_analyzed_GLUED_n2_SMR,Ch3,0.089,19.61,20.25,19.84970588,68,0.219796672,0.496748194,0.496748194,0.276951522,1,20,field,nP,> YOY,2.260035105
RRDT1,12-Jun,spring,A1,R2-12,2.227,M,91,18,17,14.7,6.1,14.2,jun12_2021_box3_smr1_mgO2L_analyzed_SMR,Ch4,0.091,11.59,12.84,11.88269231,78,0.178498672,0.238163574,0.34923035,0.170731678,180,12,field,nP,> YOY,1.956487103
RRDT2,1-Jun,spring,A2,R2-11,2.227,M,105,19.2,18,15.5,6.9,15,jun01_2021_box3_smr1_mgO2L_analyzed_GLUED_n2_SMR,Ch3,0.105,15.63,16.45,15.90415584,77,0.186103428,0.373231508,0.390691275,0.204587847,180,16,field,nP,> YOY,2.099323368
RRDT2,6-Jun,spring,A2,R2-9,2.227,M,103,18.9,18,15.2,6.6,14.9,jun06_2021_box3_smr1_mgO2L_analyzed_SMR,Ch1,0.103,19.63,20.3,19.99974684,79,0.323809341,NA,0.555827754,0.232018412,180,20,field,nP,> YOY,1.716527854
RRDT2,11-Jun,spring,A2,R2-9,2.227,M,103.5,18.6,18.1,15.5,6.8,15,jun11_2021_box3_smr1_mgO2L_analyzed_SMR,Ch1,0.1035,11.92,12.49,12.18670886,79,0.224828027,0.349262354,0.442280169,0.217452141,180,12,field,nP,> YOY,1.967193211
RRDT3,1-Jun,spring,A2,R2-10,2.227,M,88,17.6,17,14.4,6.5,14.4,jun01_2021_box3_smr1_mgO2L_analyzed_GLUED_n2_SMR,Ch2,0.088,15.63,16.45,15.89116883,77,0.205018799,0.320367397,0.382935137,0.177916339,180,16,field,nP,> YOY,1.867804999
RRDT3,6-Jun,spring,A2,R2-11,2.227,M,85,17.7,17,14.2,6.3,14,jun06_2021_box3_smr1_mgO2L_analyzed_SMR,Ch2,0.085,19.63,20.3,19.99974684,79,0.276837912,0.435090258,0.527172992,0.25033508,180,20,field,nP,> YOY,1.904265887
RRDT3,11-Jun,spring,A2,R2-12,2.227,M,86,17,17,14.4,6.1,14,jun11_2021_box3_smr1_mgO2L_analyzed_SMR,Ch4,0.086,11.93,12.44,12.18564103,78,0.187590789,0.294513316,0.34377285,0.156182061,180,12,field,nP,> YOY,1.832567854
RRTB1,2-Jun,spring,A1,R2-9,2.227,M,93.5,18.3,17.1,14.4,6.4,14.7,jun02_2021_box3_smr2_mgO2L_analyzed_GLUED_n2_SMR,Ch1,0.0935,15.63,16.33,16.09891892,74,0.32508822,0.482389487,0.554492129,0.229403909,180,16,field,nP,> YOY,1.705666631
RRTB1,7-Jun,spring,A1,R2-9,2.227,M,93.5,18.1,17.5,14.9,6.5,14.5,jun07_2021_box3_smr1_mgO2L_analyzed_GLUED_n2_SMR,Ch1,0.0935,19.24,20.31,19.89194805,77,0.30589254,0.455433846,0.548485339,0.242592799,180,20,field,nP,> YOY,1.793065431
RRTB1,12-Jun,spring,A1,R4-2,4.159,M,94,17.5,17.2,14.6,6.4,14.7,jun12_2021_box2_smr1_mgO2L_analyzed_SMR,Ch3,0.094,11.87,12.61,12.38589744,78,0.187688294,0.439634819,0.439634819,0.251946525,180,12,field,nP,> YOY,2.342366744
RRTT1,2-Jun,spring,A1,R4-1,4.159,M,154,20.6,19.9,17,7.9,17.1,jun02_2021_box2_smr1_mgO2L_analyzed_GLUED_n2_SMR,Ch2,0.154,14.92,16.31,15.9776,75,0.498576569,0.628189054,0.805544372,0.306967803,120,16,field,nP,> YOY,1.615688386
RRTT1,7-Jun,spring,A1,R4-1,4.159,M,151.5,20.9,20.4,17.1,7.6,17.4,jun07_2021_box2_smr1_mgO2L_analyzed_GLUED_n2_SMR,Ch2,0.1515,19.36,20.67,20.2335,80,0.696093606,0.63573303,0.956082757,0.259989151,180,20,field,nP,> YOY,1.373497399
RRTT1,12-Jun,spring,A1,R4-1,4.159,M,155.5,20.5,20,17,7.5,17.4,jun12_2021_box2_smr1_mgO2L_analyzed_SMR,Ch2,0.1555,11.87,15.57,12.42189873,79,0.460780464,0.473511751,0.813708715,0.352928252,180,12,field,nP,> YOY,1.765935797
RRTTB1,6-Jun,spring,A2,R4-1,4.159,M,147,20.8,20.4,17.1,7.4,16.8,jun06_2021_box2_smr1_mgO2L_analyzed_SMR,Ch2,0.147,19,20.73,20.0175,80,0.421825505,0.854055534,0.854055534,0.432230029,180,20,field,nP,> YOY,2.024665468
RRTTB1,11-Jun,spring,A2,R4-1,4.159,M,150.5,20.4,20.2,17,7.5,16.7,jun11_2021_box2_smr1_mgO2L_analyzed_SMR,Ch2,0.1505,11.38,11.74,11.582125,80,0.339203185,0.641996879,0.739025501,0.399822316,180,12,field,nP,> YOY,2.178710382